product;sourceService;targetService;protocol;port;description
VBR;Backup proxy (direct connection)/Gateway server or backup server;Microsoft Azure object storage;TCP;80;Used to verify the certificate status through the following endpoints: ocsp.digicert.com ocsp.msocsp.com Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access For more details, see also this Microsoft article.
VBR;Backup proxy (direct connection)/Gateway server or backup server;Google Cloud storage;TCP;443;Used to communicate with Google Cloud storage through the following endpoints: storage.googleapis.com All cloud endpoints are specified in this Google article.
VBR;Backup proxy (direct connection)/Gateway server or backup server;Google Cloud storage;TCP;80;Used to verify the certificate status through the following endpoints: ocsp.pki.goog pki.goog crl.pki.goog Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access
VBR;Backup proxy (direct connection)/Gateway server or backup server;IBM Cloud object storage;TCP;Depends on device configuration;Used to communicate with IBM Cloud object storage.
VBR;Backup proxy (direct connection)/Gateway server or backup server;S3 compatible object storage;TCP;Depends on device configuration;Used to communicate with S3 compatible object storage.
VBR;Gateway server;Backup proxy (direct connection)/Gateway server or backup server;TCP;2500 to 3300;Default range of ports used as transmission channels. For every TCP connection that a job uses, one port from this range is assigned. Note: This range of ports applies to newly installed Veeam Backup & Replication starting from version 10.0, without upgrade from previous versions. If you have upgraded from an earlier version of the product, the range of ports from 2500 to 5000 applies to the already added components.
VBR;Gateway server or backup server;Amazon S3 object storage;TCP;443;Used to communicate with the Amazon S3 object storage through the following endpoints: *.amazonaws.com (for both Global and Government regions) *.amazonaws.com.cn (for China region) All AWS service endpoints are specified in the AWS documentation.
VBR;Gateway server or backup server;Amazon S3 object storage;TCP;80;Used to verify the certificate status through the following endpoints: *.amazontrust.com Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access
VBR;Gateway server or backup server;Microsoft Azure object storage;TCP;443;Used to communicate with the Microsoft Azure object storage through the following endpoints: <storage-account>.blob.core.windows.net (for Global region) <storage-account>.blob.storage.azure.net (for Global region) <storage-account>.blob.core.chinacloudapi.cn (for China region) <storage-account>.blob.core.usgovcloudapi.net (for Government region) Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal.
VBR;Gateway server or backup server;Microsoft Azure object storage;TCP;80;Used to verify the certificate status through the following endpoints: ocsp.digicert.com ocsp.msocsp.com Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access For more details, see also this Microsoft article.
VBR;Gateway server or backup server;Google Cloud storage;TCP;443;Used to communicate with Google Cloud storage through the following endpoints: storage.googleapis.com All cloud endpoints are specified in this Google article.
VBR;Gateway server or backup server;Google Cloud storage;TCP;80;Used to verify the certificate status through the following endpoints: ocsp.pki.goog pki.goog crl.pki.goog Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access
VBR;Gateway server or backup server;Amazon EC2 helper appliance;TCP;443;Used by default to communicate with the Amazon EC2 helper appliance through public/private IPv4 addresses of EC2 appliances. If you use Amazon S3 Glacier object storage, the gateway server should have direct connection to AWS service endpoints. HTTP/HTTPS proxy servers are not supported. If there is no gateway server selected, the backup server will be used as a gateway server.
VBR;Gateway server or backup server;Amazon EC2 helper appliance;TCP;22;Default SSH port used as a control channel.
VBR;Gateway server or backup server;Microsoft Azure proxy appliance;TCP;443;Used by default to communicate with the Microsoft Azure helper appliance through public/private IPv4 addresses of Azure appliances. If there is no gateway server selected, the backup server will be used as a gateway server.
VBR;Gateway server or backup server;Microsoft Azure proxy appliance;TCP;22;Default SSH port used as a control channel.
VBR;Amazon EC2 helper appliance;Amazon S3 object storage;TCP;443;Used to communicate with the Amazon S3 object storage through the following endpoints: *.amazonaws.com (for both Global and Government regions) *.amazonaws.com.cn (for China region) All AWS service endpoints are specified in the AWS documentation
VBR;Amazon EC2 helper appliance;Amazon S3 object storage;TCP;80;Used to verify the certificate status through the following endpoints: *.amazontrust.com Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access
VBR;Microsoft Azure proxy appliance;Microsoft Azure object storage;TCP;443;Used to communicate with the Microsoft Azure object storage through the following endpoints: <storage-account>.blob.core.windows.net (for Global region) <storage-account>.blob.storage.azure.net (for Global region) <storage-account>.blob.core.chinacloudapi.cn (for China region) <storage-account>.blob.core.usgovcloudapi.net (for Government region) Consider that the <storage-account> part of the address must be replaced with your actual storage account URL that can be found in the Azure management portal.
VBR;Microsoft Azure proxy appliance;Microsoft Azure object storage;TCP;80;Used to verify the certificate status through the following endpoints: ocsp.digicert.com ocsp.msocsp.com Consider that certificate verification endpoints (CRL URLs and OCSP servers) are subject to change. You can find the actual list of addresses in the certificate details in the following fields: CRL Distribution Points Authority Information Access For more details, see also this Microsoft article.
VBR;Backup server;VNX File;TCP;22;Default command port used for communication with Dell VNX File over SSH.
VBR;Backup server;VNX Block VNXe;TCP;443;Default port used for communication with Dell VNX Block/Dell VNXe over HTTPS and sending REST API calls.
VBR;Backup proxy;VNX Block VNXe;TCP;3260;Default iSCSI target port.
VBR;Backup proxy;VNX File VNXe;TCP, UDP;111, 2049;Standard NFS ports. Port 111 is used by the port mapper service.
VBR;Backup server;Dell Unity XT/Unity storage system;TCP;443;Default port used for communication with Dell Unity XT/Unity over HTTPS and sending REST API calls.
VBR;Backup proxy;Dell Unity XT/Unity storage system;TCP;3260;Default iSCSI target port.
VBR;Backup proxy;Dell Unity XT/Unity storage system;TCP, UDP;111, 2049;Standard NFS ports. Port 111 is used by the port mapper service.
VBR;Backup server;Dell PowerScale storage system;TCP;8080;Default port used for communication with Dell PowerScale over HTTPS and sending REST API calls.
VBR;Backup proxy;Dell PowerScale storage system;TCP, UDP;111, 2049;Standard NFS ports. Port 111 is used by the port mapper service.
VBR;Backup proxy;Dell PowerScale storage system;TCP;445;Standard SMB port.
VBR;Backup server;HPE 3PAR StoreServ storage system;TCP;8008;Default port used for communication with HPE 3PAR StoreServ over HTTP.
VBR;Backup server;HPE 3PAR StoreServ storage system;TCP;8080;Default port used for communication with HPE 3PAR StoreServ over HTTPS.
VBR;Backup server;HPE 3PAR StoreServ storage system;TCP;22;Default command port used for communication with HPE 3PAR StoreServ over SSH.
VBR;Backup proxy;HPE 3PAR StoreServ storage system;TCP;3260;Default iSCSI target port.
VBR;Backup server;HPE Alletra MP/Alletra 9000/Primera storage system;TCP;443;Default port used for communication with HPE Alletra MP/Alletra 9000/Primera over HTTPS.
VBR;Backup server;HPE Alletra MP/Alletra 9000/Primera storage system;TCP;22;Default command port used for communication with HPE Alletra MP/Alletra 9000/Primera over SSH.
VBR;Backup proxy;HPE Alletra MP/Alletra 9000/Primera storage system;TCP;3260;Default iSCSI target port.
VBR;Backup server;HPE StoreVirtual/LeftHand/P4000 series storage system;TCP;16022;Default command port used for communication with HPE StoreVirtual/LeftHand/P4000 series.
VBR;Backup proxy;HPE StoreVirtual/LeftHand/P4000 series storage system;TCP;3260;Default iSCSI target port.
VBR;Backup server;HPE Alletra 5000/Alletra 6000/Nimble storage system;TCP;5392;Default command port used for communication with HPE Alletra 5000/Alletra 6000/Nimble.
VBR;Backup proxy;HPE Alletra 5000/Alletra 6000/Nimble storage system;TCP;3260;Default iSCSI target port.
VBR;Backup server;Lenovo ThinkSystem DM/DG Series storage system;TCP;80;Default command port used for communication with Lenovo ThinkSystem DM/DG Series over HTTP.
VBR;Backup server;Lenovo ThinkSystem DM/DG Series storage system;TCP;443;Default command port used for communication with Lenovo ThinkSystem DM/DG Series over HTTPS.
